castTotalLikes,directorLikes,actor1likes,criticReviews,fbPosters,duration,actor3likes,actor2,userReviews,gross,actor1,title,userVotes,language,country,contentRating,budget,year,actor2Likes,rating,aspectRatio,movieLikes,genre,subgenre
1189,143,302,81,2,98,153,Robert Miano,158,15464026,Andy Dick,Loser ,23076,English,USA,PG-13,20000000,2000,216,5.3,1.85,1000,Comedy,Romance
2327,909,1000,222,0,105,173,Michael Moore,188,14359793,Ronald Reagan,Capitalism: A Love Story ,35137,English,USA,R,,2009,909,7.4,1.85,10000,Crime,Documentary
1934,126,940,27,6,225,202,Carroll Baker,100,8000000,Martin Landau,The Greatest Story Ever Told ,6484,English,USA,G,20000000,1965,208,6.6,2.76,1000,Biography,Drama
9941,53,8000,155,0,111,233,Michael Kelly,81,,Julia Roberts,Secret in Their Eyes ,20186,English,USA,PG-13,19500000,2015,963,6.2,2.35,0,Crime,Drama
2857,82,869,111,0,88,329,Tony Cox,359,14174654,Carmen Electra,Disaster Movie ,74945,English,USA,PG-13,25000000,2008,624,1.9,1.85,0,Comedy,
137712,190,137000,107,6,88,163,Fred Ward,110,15988876,Andrew Fiscella,Armored ,26236,English,USA,PG-13,27000000,2009,459,5.7,2.35,0,Action,Crime
15183,36,13000,34,1,94,507,Peter Gallagher,100,13801755,Bill Murray,The Man Who Knew Too Little ,23928,English,USA,PG,20000000,1997,828,6.6,1.85,0,Action,Comedy
15713,20,11000,151,1,117,783,Ari Graynor,91,13987482,Chris Evans,What's Your Number? ,58957,English,USA,R,20000000,2011,904,6,1.85,0,Comedy,Romance
1414,4,788,289,2,95,80,Vincent Regan,236,14291570,Joseph Gilgun,Lockout ,82082,English,France,PG-13,20000000,2012,447,6.1,2.35,10000,Action,Adventure
1189,272,1000,76,1,99,62,Ariel Gade,176,12181484,Amy Poehler,Envy ,26390,English,USA,PG-13,40000000,2004,87,4.8,1.85,713,Comedy,
30541,83,26000,150,0,96,926,Clifton Collins Jr.,223,13630226,Jason Statham,Crank: High Voltage ,112516,English,USA,R,20000000,2009,968,6.2,1.85,0,Action,Crime
4302,11000,1000,67,4,98,967,Chazz Palminteri,86,13383737,Jim Broadbent,Bullets Over Broadway ,29385,English,USA,R,20000000,1994,979,7.5,1.85,979,Comedy,Crime
908,6,541,36,0,123,85,Tiffany Dupont,177,13391174,James Callis,One Night with the King ,5796,English,USA,PG,20000000,2006,249,6.3,2.35,0,Biography,Drama
3431,176,3000,149,2,101,83,Tzi Ma,199,12987647,Brendan Fraser,The Quiet American ,24019,English,UK,R,30000000,2002,268,7.1,2.35,983,Drama,Mystery
13156,563,12000,156,1,102,385,Hope Davis,316,12469811,Nicolas Cage,The Weather Man ,69172,English,USA,R,22000000,2005,442,6.6,1.85,0,Comedy,Drama
2880,394,922,64,2,94,565,Wes Studi,88,12398628,Fisher Stevens,Undisputed ,21542,English,USA,R,20000000,2002,855,6.1,2.35,977,Action,Crime
500,192,346,210,3,102,31,Dequina Moore,147,13214030,Aasif Mandvi,Ghost Town ,60516,English,USA,PG-13,20000000,2008,41,6.7,1.85,0,Comedy,Drama
2799,212,969,113,1,108,347,Ashley Scott,113,12232937,Taylor Cole,12 Rounds ,22823,English,USA,PG-13,22000000,2009,794,5.6,2.35,0,Action,Crime
20258,198,17000,390,0,116,884,Dylan Minnette,366,12134420,Chloë Grace Moretz,Let Me In ,92237,English,UK,R,20000000,2010,1000,7.2,2.35,25000,Drama,Fantasy
1151,18,400,5,0,93,181,Dustin Nguyen,26,11784000,Victor Wong,3 Ninjas Kick Back ,6701,English,USA,PG,20000000,1994,220,4.3,1.85,444,Action,Comedy
1778,1000,734,248,2,102,270,Mia Farrow,235,11169531,Quinton Aaron,Be Kind Rewind ,79855,English,UK,PG-13,20000000,2008,563,6.4,2.35,0,Comedy,
5637,350,5000,137,1,103,99,Christopher Guest,180,11034436,Bob Hoskins,Mrs Henderson Presents ,13505,English,UK,R,20000000,2005,378,7.1,1.85,0,Comedy,Drama
27214,214,14000,214,3,115,968,Norman Reedus,106,12626905,Kate Winslet,Triple 9 ,32567,English,USA,R,20000000,2016,12000,6.3,2.35,0,Action,Crime
11867,11000,11000,104,2,96,223,Lynn Cohen,131,10569071,Woody Allen,Deconstructing Harry ,35586,English,USA,R,20000000,1997,474,7.4,1.85,0,Comedy,
4843,4,2000,81,2,98,677,Oliver Platt,121,10544143,Matthew Perry,Three to Tango ,16372,English,Australia,PG-13,20000000,1999,1000,6.1,1.37,311,Comedy,Romance
16926,53,14000,175,1,101,580,Omar Sy,129,13650738,Bradley Cooper,Burnt ,61360,English,USA,R,20000000,2015,1000,6.6,2.35,25000,Comedy,Drama
24887,277,22000,20,0,106,383,Demi Moore,42,10555348,Robert De Niro,We're No Angels ,17349,English,USA,PG-13,20000000,1989,2000,6,2.35,855,Comedy,Crime
1614,11000,1000,69,0,101,2,Gaby Hoffmann,140,9714482,Natasha Lyonne,Everyone Says I Love You ,30083,English,USA,R,20000000,1996,612,6.8,1.85,0,Comedy,Musical
24324,0,22000,168,0,87,548,Ewen Bremner,199,8579684,Peter Dinklage,Death at a Funeral ,89547,English,USA,R,9000000,2007,557,7.4,1.85,0,Comedy,
3309,0,856,166,0,111,725,Kelly Preston,299,9525276,Aisha Tyler,Death Sentence ,60156,English,USA,R,20000000,2007,742,6.8,2.35,0,Action,Crime
23409,52,22000,160,1,99,148,James Frain,117,8855646,Robert De Niro,Everybody's Fine ,49855,English,USA,PG-13,21000000,2009,1000,7.2,2.35,10000,Adventure,Drama
1343,84,650,32,3,88,177,Vanessa Angel,129,9109322,Scott Baio,Superbabies: Baby Geniuses 2 ,25371,English,Germany,PG,20000000,2004,384,1.9,2.35,0,Comedy,Family
1019,10,688,72,2,83,69,Susie Essman,76,8326035,Miguel Ferrer,The Man ,21933,English,Germany,PG-13,33000000,2005,99,5.5,1.85,676,Action,Comedy
2700,10,716,53,3,91,436,Will Patton,26,8104069,Callum Rennie,Code Name: The Cleaner ,9785,English,USA,PG-13,20000000,2007,537,4.5,1.85,233,Action,Comedy
2730,54,786,76,3,108,463,Nia Vardalos,117,8054280,Debbie Reynolds,Connie and Carla ,6838,English,USA,PG-13,20000000,2004,567,6.3,1.85,924,Comedy,Crime
2172,189,683,15,0,154,388,Ricardo Montalban,64,,Sammy Davis Jr.,Sweet Charity ,3454,English,USA,G,20000000,1969,641,7,2.35,548,Comedy,Drama
707,0,204,401,0,148,175,Katherine Waterston,242,8093318,Martin Dew,Inherent Vice ,61935,English,USA,R,20000000,2014,178,6.7,1.85,18000,Comedy,Crime
2185,3,787,31,0,77,593,Kylie Minogue,114,7382993,Jimmy Fallon,Doogal ,3851,English,USA,G,20000000,2006,690,2.8,1.85,346,Adventure,Animation
3177,9,997,65,19,110,826,Caity Lotz,25,8888355,Chris Brown,Battle of the Year ,7894,English,USA,PG-13,20000000,2013,941,5,1.85,0,Drama,Music
2240,,1000,26,1,42,376,Eric McCormack,29,,LeVar Burton,Perception             ,15612,English,USA,TV-14,,,440,7.5,16,0,Crime,Drama
2907,119,885,45,2,83,633,Geoffrey Arend,205,7001720,Chriss Anglin,An American Carol ,8560,English,USA,PG-13,12000000,2008,816,4.3,2.35,797,Comedy,Fantasy
2848,0,2000,260,7,107,99,Demián Bichir,164,7268659,Alexa PenaVega,Machete Kills ,59248,English,Russia,R,20000000,2013,749,5.6,1.85,48000,Action,Comedy
1267,17,669,129,0,100,86,Ty Olsson,213,6852144,Laura Harring,Willard ,15169,English,Canada,PG-13,22000000,2003,429,6.2,2.35,0,Drama,Horror
4218,29,1000,58,4,87,522,Ashley Scott,120,6563357,Kevin Alejandro,Strange Wilderness ,18571,English,USA,R,20000000,2008,794,5.3,2.35,847,Adventure,Comedy
1690,608,1000,103,1,154,149,Dexter Fletcher,202,6201757,Jim Broadbent,Topsy-Turvy ,10037,English,UK,R,10000000,1999,452,7.4,1.66,608,Biography,Comedy
5705,38,1000,45,0,106,975,Cary-Hiroyuki Tagawa,122,6420319,Tom Wilkinson,Little Boy ,15978,English,Mexico,PG-13,20000000,2015,1000,7.4,2.35,15000,Drama,War
23755,0,13000,345,3,99,691,Viggo Mortensen,190,5702083,Michael Fassbender,A Dangerous Method ,80617,English,UK,R,15000000,2011,10000,6.5,1.85,36000,Biography,Drama
39507,0,21000,232,0,100,407,Keanu Reeves,293,5480996,Robert Downey Jr.,A Scanner Darkly ,89383,English,USA,R,8700000,2006,18000,7.1,1.85,0,Animation,Drama
21200,150,18000,116,2,116,956,Abigail Spencer,75,6002756,Gerard Butler,Chasing Mavericks ,24997,English,USA,PG,20000000,2012,1000,7.2,1.85,13000,Biography,Drama
838,892,310,148,0,94,81,Darren Shahlavi,521,5132655,Catherine Lough Haggquist,Alone in the Dark ,37626,English,Canada,R,20000000,2005,294,2.3,2.35,1000,Horror,Sci-Fi
1573,650,690,79,3,111,181,Charlie Saxton,39,5205343,Scott Porter,Bandslam ,11958,English,USA,PG,20000000,2009,224,6.4,2.35,1000,Comedy,Drama
2295,143,829,167,1,100,430,Anne Heche,361,5005883,Cameron Bright,Birth ,29649,English,USA,R,20000000,2004,681,6.1,1.85,0,Drama,Mystery
3979,78,1000,350,0,125,745,Ashley Williams,180,5749134,David Oyelowo,A Most Violent Year ,45799,English,USA,R,20000000,2014,969,7,2.35,0,Action,Crime
3493,329,1000,25,0,114,544,Michael Greyeyes,102,,Landon Liboiron,Passchendaele ,6904,English,Canada,R,20000000,2008,912,6.5,2.35,971,Drama,History
64,18,20,99,0,119,9,Bill Lake,45,4234040,Dylan Authors,Flash of Genius ,14301,English,USA,PG-13,20000000,2008,18,7,2.35,0,Biography,Drama
36398,162,23000,231,0,135,228,Heath Ledger,230,4001121,Christian Bale,I'm Not There. ,48346,English,USA,R,20000000,2007,13000,7,2.35,0,Biography,Drama
30134,19,15000,119,3,93,619,Bruce Willis,113,3749061,Henry Cavill,The Cold Light of Day ,28629,English,USA,PG-13,20000000,2012,13000,4.9,2.35,0,Action,Thriller
3014,0,975,182,4,114,446,Maximilian Schell,105,3519627,Zachary Gordon,The Brothers Bloom ,41737,English,USA,PG-13,20000000,2008,877,6.9,2.35,0,Adventure,Comedy
24732,0,22000,245,0,124,631,Jennifer Jason Leigh,274,3081925,Philip Seymour Hoffman,"Synecdoche, New York ",55842,English,USA,R,21000000,2008,1000,7.5,2.35,13000,Comedy,Drama
2710,6000,893,174,0,134,745,Jada Pinkett Smith,570,2298191,Minnie Driver,Princess Mononoke ,221552,Japanese,Japan,PG-13,2400000000,1997,851,8.4,1.85,11000,Adventure,Animation
1776,22,572,69,5,114,413,Peter Coyote,53,2353728,Isabelle Adjani,Bon voyage ,4293,French,France,PG-13,20000000,2003,548,6.9,2.35,235,Comedy,Drama
1462,42,801,26,0,124,161,Randy Jones,74,2000000,Steve Guttenberg,Can't Stop the Music ,2998,English,USA,PG,20000000,1980,174,4.5,2.35,1000,Biography,Comedy
2129,214,1000,168,1,104,430,Noah Taylor,232,1900725,Ray Winstone,The Proposition ,43205,English,Australia,R,2000000,2005,509,7.4,2.35,0,Crime,Drama
3384,14,2000,27,4,118,400,Finn Wittrock,20,2246000,Donny Boaz,Courage ,2302,English,USA,PG,20000000,2015,769,7,2.35,0,Biography,Drama
2467,121,836,28,2,80,587,Jane Krakowski,66,1646664,Damon Wayans,Marci X ,4518,English,USA,R,20000000,2003,624,2.8,1.85,241,Comedy,Music
25088,110,23000,146,2,107,722,Emily Watson,1137,1190018,Christian Bale,Equilibrium ,261317,English,USA,R,20000000,2002,876,7.5,2.35,20000,Action,Drama
1003,55,991,67,4,125,2,Guang Li,33,1027749,Radha Mitchell,The Children of Huang Shi ,8087,English,Australia,R,40000000,2008,10,7.1,2.35,1000,Drama,War
11433,115,9000,93,2,115,977,Ellen Burstyn,138,882710,Charlize Theron,The Yards ,16215,English,USA,R,24000000,2000,1000,6.4,2.35,401,Crime,Drama
1978,12,979,28,0,88,231,Garrett Clayton,83,1064277,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure ,14015,English,USA,G,20000000,2012,532,6.7,,831,Adventure,Family
22319,11000,11000,131,0,122,188,Angelina Jolie Pitt,61,531009,Brad Pitt,By the Sea ,7976,English,USA,R,10000000,2015,11000,5.3,2.35,0,Drama,Romance
991,78,488,105,1,103,101,Robin Atkin Downes,79,410388,William Hootkins,Steamboy ,13727,Japanese,Japan,PG-13,2127519898,2004,336,6.9,1.85,973,Action,Adventure
20354,25,18000,21,0,101,407,Costas Mandylor,46,375474,Gerard Butler,The Game of Their Lives ,2613,English,USA,PG,20000000,2005,723,6.2,2.35,445,Drama,History
39515,46,33000,140,2,101,902,Kirsten Dunst,67,578382,Ryan Gosling,All Good Things ,41249,English,USA,R,,2010,4000,6.3,1.85,0,Crime,Drama
1592,58,699,9,1,107,324,Jason Scott Lee,25,305070,Esai Morales,Rapa Nui ,3843,English,USA,R,20000000,1994,533,6.4,2.35,399,Action,Adventure
82,0,46,83,1,86,3,Yuqi Zhang,66,206678,Jiao Xu,CJ7 ,11391,Cantonese,Hong Kong,PG,,2008,33,6.5,2.35,1000,Comedy,Family
182,8,106,8,0,118,11,Philippe Nahon,16,146072,Christian Clavier,Les couloirs du temps: Les visiteurs II ,7147,French,France,,140000000,1998,56,6,2.35,136,Comedy,Family
1577,14,403,138,1,107,311,Laura Spencer,75,1183354,Marco St. John,Dylan Dog: Dead of Night ,13026,English,USA,PG-13,20000000,2010,368,5.1,2.35,0,Action,Comedy
15612,3,14000,42,3,100,442,Richard Schiff,81,121972,Al Pacino,People I Know ,9868,English,USA,R,22000000,2002,506,5.5,1.85,217,Crime,Drama
344,,310,,4,30,9,George Coulouris,,,Peter Vaughan,The Doombolt Chase             ,18,English,UK,,,,11,7.2,,0,Drama,Family
3785,278,3000,92,2,110,181,Reeve Carney,36,263365,Djimon Hounsou,The Tempest ,6147,English,USA,PG-13,20000000,2010,602,5.4,2.35,0,Comedy,Drama
10982,448,9000,140,1,106,648,Aaron Ashmore,62,54734,Emma Watson,Regression ,20821,English,Spain,R,,2015,750,5.7,2.35,0,Crime,Drama
726,23,344,,0,7,51,Traci Dinwiddie,,,Necar Zadegan,The Touch ,118,English,USA,,13000,2007,281,5.2,1.85,30,Romance,Short
1113,10,483,29,3,102,60,Sammo Kam-Bo Hung,29,,Andy Lau,Three Kingdoms: Resurrection of the Dragon ,5154,Mandarin,China,R,25000000,2008,472,6.2,2.35,314,Action,Drama
20472,5,18000,29,1,98,716,Nicholas Lea,118,,Gerard Butler,Shattered ,25450,English,UK,R,20000000,2007,867,6.7,2.35,0,Crime,Drama
15680,0,12000,39,0,83,700,Phil LaMarr,11,,Leonard Nimoy,Zambezia ,5203,English,South Africa,G,20000000,2012,857,5.8,1.78,1000,Adventure,Animation
164,0,109,2,0,153,7,Michael Lieber,1,,Mani Bharathi,Ramanujan ,102,English,India,,,2014,36,7,2.35,58,Biography,Drama
1092,2,729,2,4,98,53,Maggie Wheeler,3,,Joey D. Vieira,Dwegons and Leprechauns ,50,English,USA,PG,20000000,2014,282,4.8,,70,Animation,
27425,23,22000,,0,105,897,Jurnee Smollett-Bell,1,,Robert De Niro,Hands of Stone ,178,English,Panama,R,20000000,2016,2000,7.2,,0,Action,Biography
17957,160,14000,64,2,96,889,Roger Rees,101,,Milla Jovovich,Survivor ,21833,English,USA,PG-13,20000000,2015,1000,5.6,2.35,0,Action,Crime
16355,17,12000,120,3,105,897,Radha Mitchell,133,,Nicolas Cage,The Frozen Ground ,43879,English,USA,R,27220000,2013,991,6.4,2.35,11000,Crime,Drama
2608,43,2000,143,0,125,7,Sally Hawkins,220,8047690,Toby Jones,The Painted Veil ,77656,Mandarin,China,PG-13,19400000,2006,594,7.5,2.35,0,Drama,Romance
1601,34,486,160,2,184,155,Alexandra Maria Lara,110,476270,Moritz Bleibtreu,The Baader Meinhof Complex ,29602,German,Germany,R,20000000,2008,471,7.4,1.85,0,Action,Biography
2398,0,933,92,1,236,232,Michael Spears,382,184208848,Mary McDonnell,Dances with Wolves ,186485,English,USA,PG-13,22000000,1990,839,8,2.35,0,Adventure,Drama
5547,52,3000,286,0,97,384,John Michael Higgins,296,100292856,Justin Timberlake,Bad Teacher ,160418,English,USA,R,20000000,2011,957,5.7,1.85,16000,Comedy,
15914,17,14000,43,1,113,551,Michael O'Neill,112,58571513,Al Pacino,Sea of Love ,30213,English,USA,R,19000000,1989,599,6.8,1.85,0,Crime,Drama
3092,15,1000,69,2,95,528,Lin Shaye,232,51431160,Dan Byrd,A Cinderella Story ,62861,English,USA,PG,20000000,2004,852,5.9,1.85,0,Comedy,Family
1212,0,611,242,0,103,157,W. Earl Brown,869,103001286,David Arquette,Scream ,222018,English,USA,R,15000000,1996,422,7.2,2.35,11000,Horror,Mystery
3023,17,1000,149,0,91,670,Embeth Davidtz,478,41867960,Shannon Elizabeth,Thir13en Ghosts ,65512,English,USA,R,20000000,2001,795,5.5,1.33,0,Horror,
2560,0,888,253,0,146,413,Shelley Duvall,1320,,Scatman Crothers,The Shining ,610333,English,USA,R,19000000,1980,629,8.4,1.37,37000,Drama,Horror
3230,0,1000,198,0,116,459,Thomas F. Wilson,809,210609762,Lea Thompson,Back to the Future ,732212,English,USA,PG,19000000,1985,690,8.5,1.18,39000,Adventure,Comedy
2872,37,885,147,0,93,545,Peter Gallagher,536,40846082,Jeffrey Combs,House on Haunted Hill ,45317,English,USA,R,19000000,1999,828,5.6,1.37,0,Horror,Mystery
1465,0,607,36,6,113,256,Mary J. Blige,59,51697449,Eric Mendenhall,I Can Do Bad All by Myself ,8346,English,USA,PG-13,13000000,2009,269,4.1,1.85,1000,Comedy,Drama
2374,97,731,6,4,90,319,Erin O'Brien,6,,Kari J. Kramer,Fight Valley ,60,English,USA,,27000000,2016,634,5,,1000,Action,Drama
1292,8,544,181,2,101,110,Scott Elrod,120,27758465,Caroline Dhavernas,The Switch ,77987,English,USA,PG-13,19000000,2010,449,6.1,2.35,0,Comedy,Drama
2020,189,500,97,2,95,306,David Agranov,205,56127162,Taran Killam,Just Married ,57479,English,USA,PG-13,18000000,2003,308,5.4,1.85,0,Comedy,Romance
35561,93,31000,167,1,109,521,Dominic Cooper,125,1357042,Mem Ferda,The Devil's Double ,53977,English,Belgium,R,15000000,2011,3000,7.1,2.35,14000,Biography,Drama
1462,,341,,1,43,211,Jenni 'Jwoww' Farley,,,Nicole 'Snooki' Polizzi,"Gone, Baby, Gone             ",29,English,,TV-14,,,230,6.6,1.33,0,Comedy,Drama
2429,2,1000,47,1,85,402,Colm Feore,119,15911333,Mara Wilson,Thomas and the Magic Railroad ,2855,English,UK,G,19000000,2000,539,3.6,1.85,663,Adventure,Comedy
2609,42,991,308,0,101,219,Glenn Morshower,251,39103378,Radha Mitchell,The Crazies ,93272,English,USA,R,20000000,2010,894,6.5,2.35,0,Horror,Thriller
44,6000,17,246,0,125,7,Ryûnosuke Kamiki,902,10049886,Bunta Sugawara,Spirited Away ,417971,Japanese,Japan,PG,19000000,2001,10,8.6,1.85,28000,Adventure,Animation
635,0,483,23,1,118,30,Michael Wong,12,,Andy Lau,Firestorm ,1904,Mandarin,China,,,2013,91,6.2,2.35,332,Action,Crime
28094,79,14000,29,2,132,1000,Anthony Hopkins,95,8600000,Liam Neeson,The Bounty ,17982,English,UK,PG,25000000,1984,12000,7,2.35,1000,Action,Adventure
1985,33,876,252,1,131,326,Sophie Nélisse,236,21483154,Emily Watson,The Book Thief ,98741,English,USA,PG-13,19000000,2013,526,7.6,2.35,53000,Drama,War
4324,51,948,102,1,129,630,Michael Cudlitz,103,8396942,Katrina Bowden,Sex Drive ,72715,English,USA,R,19000000,2008,822,6.5,1.85,0,Adventure,Comedy
4094,14,3000,134,2,100,356,Kaitlin Olson,181,12561,Adam Scott,Leap Year ,71276,English,USA,PG,19000000,2010,547,6.4,2.35,13000,Comedy,Romance
1131,75,617,30,0,172,102,Mel Ferrer,91,,James Mason,The Fall of the Roman Empire ,6156,English,USA,Approved,19000000,1964,134,6.7,2.2,560,Drama,History
5519,31,2000,136,4,97,562,Michael Biehn,83,6923891,Topher Grace,Take Me Home Tonight ,43867,English,USA,R,23000000,2011,2000,6.3,2.35,0,Comedy,Drama
3260,33,1000,102,2,121,505,Rosie Perez,37,5308553,Holly Hunter,Won't Back Down ,5147,English,USA,PG,,2012,919,6.4,2.35,0,Drama,
2,22,2,10,0,92,0,Kyra Nichols,15,2119994,Darci Kistler,The Nutcracker ,1153,English,USA,G,19000000,1993,0,5.7,1.85,238,Family,Fantasy
14579,500,12000,31,2,116,530,Jennifer Jason Leigh,44,1292527,Steve Buscemi,Kansas City ,3536,English,France,R,19000000,1996,1000,6.3,1.85,228,Crime,Drama
8972,44,8000,63,0,110,85,Sarah Gadon,3,560512,Logan Lerman,Indignation ,550,Hebrew,USA,R,,2016,691,7.8,2,599,Drama,
120797,15,87000,220,0,90,16000,Chloë Grace Moretz,518,64255243,Jimmy Bennett,The Amityville Horror ,80903,English,USA,R,19000000,2005,17000,6,2.35,0,Drama,Horror
25489,0,12000,241,0,81,836,Meryl Streep,710,22245861,Nicolas Cage,Adaptation. ,143251,English,USA,R,19000000,2002,11000,7.7,1.85,0,Comedy,Drama
1876,0,654,252,8,97,233,Shawn Roberts,662,20433940,Tony Nappo,Land of the Dead ,78883,English,Canada,R,15000000,2005,529,6.2,2.35,0,Horror,
151,15,82,23,2,107,27,Angelica Lee,4,,Louis Koo,Out of Inferno ,625,Chinese,China,PG-13,,2013,39,5.7,1.85,124,Action,
43105,0,40000,156,0,118,551,Michael Jeter,648,10562387,Johnny Depp,Fear and Loathing in Las Vegas ,213226,English,USA,R,18500000,1998,693,7.7,2.35,15000,Adventure,Comedy
7252,0,3000,192,3,100,985,Tina Fey,287,18439082,Jennifer Garner,The Invention of Lying ,94292,English,USA,PG-13,18500000,2009,2000,6.4,1.85,13000,Comedy,Fantasy
2771,89,920,351,3,97,329,Carla Gallo,397,150056505,Craig Roberts,Neighbors ,216581,English,USA,R,18000000,2014,798,6.4,2.35,21000,Comedy,
2085,55,789,57,0,114,360,Amy Yasbeck,213,119938730,Peter Greene,The Mask ,265818,English,USA,PG-13,18000000,1994,424,6.9,1.85,0,Action,Comedy
28018,545,15000,99,1,130,697,Jon Lovitz,204,114968774,Tom Hanks,Big ,153468,English,USA,PG,18000000,1988,11000,7.3,1.85,0,Comedy,Drama
505,119,332,343,1,82,6,Ken Davitian,1198,128505958,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,English,USA,R,18000000,2006,165,7.3,1.85,0,Comedy,
4380,126,2000,163,1,96,584,Raquel Welch,548,95001351,Linda Cardellini,Legally Blonde ,131801,English,USA,PG-13,18000000,2001,788,6.2,2.35,0,Comedy,Romance
14762,12000,12000,110,1,105,643,Nichelle Nichols,192,76400000,Leonard Nimoy,Star Trek III: The Search for Spock ,58743,English,USA,PG,17000000,1984,664,6.6,2.35,0,Action,Adventure
2759,301,1000,233,0,122,457,Colm Feore,522,75072454,Tom Wilkinson,The Exorcism of Emily Rose ,96569,English,USA,PG-13,20000000,2005,539,6.7,2.35,0,Drama,Horror
2604,31,1000,91,1,88,489,Eddie Griffin,202,65535067,Amy Poehler,Deuce Bigalow: Male Gigolo ,59380,English,USA,R,17000000,1999,489,5.7,1.85,0,Comedy,Romance
15044,179,12000,169,1,110,734,Lea Thompson,374,13998282,Nicolas Cage,Left Behind ,24854,English,USA,PG-13,16000000,2014,1000,3.1,2.35,31000,Action,Drama
1615,15,723,142,0,103,172,Paul Schneider,475,6061759,Craig T. Nelson,The Family Stone ,49077,English,USA,PG-13,17000000,2005,552,6.3,1.85,0,Comedy,Drama
3956,8,748,50,4,106,521,Sean Patrick Thomas,69,64955956,Harry Lennix,Barbershop 2: Back in Business ,10104,English,USA,PG-13,18000000,2004,656,5.7,1.85,265,Comedy,Drama
3151,72,1000,195,2,98,566,Tony Cox,485,60057639,Bernie Mac,Bad Santa ,107815,English,USA,R,18000000,2003,624,7.1,1.85,10000,Comedy,Crime
10557,116,8000,129,2,68,481,Charles Napier,425,53868030,Will Ferrell,Austin Powers: International Man of Mystery ,183425,English,USA,PG-13,17000000,1997,503,7,2.35,0,Comedy,Crime
2259,52,567,156,10,94,261,Louis Mandylor,103,59573085,Nia Vardalos,My Big Fat Greek Wedding 2 ,13562,English,USA,PG-13,18000000,2016,312,6.1,2.35,19000,Comedy,Family
3567,42,975,103,2,99,557,Rachael Harris,45,52691009,Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules ,18727,English,USA,PG,21000000,2011,569,6.6,2.35,0,Comedy,Family
4223,323,1000,217,1,107,794,Bill Duke,629,59735548,Shane Black,Predator ,290949,English,USA,R,15000000,1987,1000,7.8,1.85,13000,Action,Horror
3076,869,692,134,0,180,521,F. Murray Abraham,549,51600000,Jeffrey Jones,Amadeus ,270790,English,USA,R,18000000,1984,670,8.3,2.35,16000,Biography,Drama
4867,29,2000,146,0,89,458,Scott Porter,260,43818159,Ming-Na Wen,Prom Night ,27664,English,USA,PG-13,20000000,2008,690,3.9,2.35,1000,Horror,Mystery
5032,70,2000,159,4,97,625,Amy Poehler,554,86049418,Tina Fey,Mean Girls ,245989,English,USA,PG-13,17000000,2004,1000,7,1.85,0,Comedy,
1310,22,727,111,1,113,148,Lindsay Duncan,317,43601508,Raoul Bova,Under the Tuscan Sun ,35718,English,USA,PG-13,18000000,2003,171,6.7,1.85,0,Comedy,Drama
3261,500,1000,187,0,131,555,Bob Balaban,651,41300105,Kristin Scott Thomas,Gosford Park ,65201,English,UK,R,19800000,2001,559,7.3,2.35,0,Drama,Mystery
2546,,828,20,8,44,650,Melinda Clarke,281,,Peter Gallagher,The O.C.             ,65785,English,USA,TV-PG,,,787,7.5,1.78,0,Comedy,Drama
14672,0,12000,44,0,103,805,Kathleen Turner,96,41382841,Nicolas Cage,Peggy Sue Got Married ,27149,English,USA,PG-13,18000000,1986,899,6.3,1.85,0,Comedy,Drama
21668,0,15000,588,8,119,529,Naomi Watts,1101,42335698,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,395087,English,USA,R,18000000,2014,6000,7.8,1.85,114000,Comedy,Drama
1353,11000,594,415,1,98,218,Charlie Tahan,384,33404871,Sally Hawkins,Blue Jasmine ,150082,English,USA,PG-13,18000000,2013,268,7.3,2.35,36000,Drama,
313,521,97,279,0,111,64,David Alan Basche,828,31471430,Christian Clemenson,United 93 ,83374,English,USA,R,15000000,2006,68,7.6,2.35,0,Drama,History
4868,23,2000,97,2,94,582,Mekhi Phifer,144,30222640,Christian Monzon,Honey ,36666,English,USA,PG-13,25000000,2003,1000,5.3,1.85,0,Drama,Music
32930,380,18000,60,3,122,2000,Morgan Freeman,365,26830000,Denzel Washington,Glory ,101889,English,USA,R,18000000,1989,11000,7.9,1.85,0,Drama,History
2653,8,844,27,2,81,341,Barry Bostwick,76,26906039,Hulk Hogan,Spy Hard ,29621,English,USA,PG-13,18000000,1996,456,5.3,1.85,588,Action,Comedy
4877,0,2000,212,0,89,606,Hal Holbrook,335,21378000,Jamie Lee Curtis,The Fog ,46492,English,USA,R,1000000,1980,826,6.8,2.35,7000,Fantasy,Horror
5024,80,2000,110,1,106,723,Chris Brochu,114,43853424,Dennis Quaid,Soul Surfer ,35514,English,USA,PG,18000000,2011,795,7.1,2.35,15000,Biography,Drama
2032,0,643,45,0,122,191,Bob Balaban,124,,Bob Newhart,Catch-22 ,17277,English,USA,R,18000000,1970,559,7.2,2.35,0,Comedy,Drama
727,62,390,190,1,86,59,Celia Weston,248,23993605,Collette Wolfe,Observe and Report ,52467,English,USA,R,18000000,2009,258,5.8,2.35,0,Comedy,Crime
